T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX,LabelY
140734,661,993,37,233100,-58170,-212170,1,1
140754,983,1591,-27,272230,-93660,-245140,1,1
140774,1301,1997,-109,286440,-98280,-232960,1,1
140794,1178,1891,-61,243320,-27020,-127190,1,1
140814,857,1324,34,196000,71470,-5880,1,1
140834,727,1092,37,231070,71610,16660,1,1
140854,720,1061,14,308350,11130,-7280,1,1
140874,852,1285,-6,357420,-21070,-44940,1,1
140894,1140,1858,-50,374640,-22540,-106750,1,1
140914,1472,1997,-149,388430,-15890,-140840,1,1
140934,1242,1997,-63,359520,50260,-54950,1,1
140954,880,1436,22,319900,136570,97160,1,1
140974,770,1173,13,356020,127260,177310,1,1
140994,772,1156,3,392210,94010,168000,1,1
141014,886,1382,-8,385840,94150,100240,1,1
141034,1051,1713,-50,367290,99820,28210,1,1
141054,983,1649,-20,326130,130130,37590,1,1
141074,768,1297,39,254800,190330,142380,1,1
141094,614,990,65,224770,192360,248150,1,1
141114,536,785,54,230090,142310,293160,1,1
141134,475,648,48,220640,102410,273210,1,1
141154,423,561,58,178080,96390,208180,1,1
141174,386,522,72,126490,95690,134610,1,1
141194,344,489,89,80710,82320,85330,1,1
141214,318,451,95,40670,51380,72170,1,1
141234,292,408,91,3780,4690,83720,1,1
141254,269,364,86,-35000,-45080,98630,1,1
141274,251,322,74,-76370,-91070,97930,1,1
141294,245,298,61,-117740,-130970,71330,1,1
141314,249,302,47,-159600,-159670,18480,1,1
141334,263,331,35,-205100,-174650,-50470,1,1
141354,283,381,34,-258300,-172410,-119210,1,1
141374,318,456,39,-314510,-162190,-172270,1,1
141394,385,585,50,-360850,-163660,-204330,1,1
141414,562,903,45,-385280,-189630,-219590,1,1
141434,917,1585,10,-378140,-242130,-227220,1,1
141454,1449,1997,-178,-331030,-315700,-230860,1,1
141474,1210,1997,-216,-271320,-376670,-169820,1,1
141494,729,1215,-121,-333060,-277760,70070,1,1
141514,532,804,-58,-438830,-124390,285600,1,1
141534,522,750,-49,-456540,-89810,278670,1,1
141554,624,891,-38,-418180,-115290,178920,1,1
141574,899,1375,-38,-376600,-133070,87710,1,1
141594,1399,1997,-106,-328300,-149660,-1260,1,1
141614,1792,1997,-531,-231280,-192570,-32060,1,1
141634,881,1539,-8,-228270,-84350,219380,1,1
141654,837,1188,-154,-280210,92330,581210,1,1
141674,669,833,-62,-90860,-32410,466830,1,1
141694,794,1259,-69,-102130,51800,237650,1,1
141714,682,1110,-36,-96740,109900,28840,1,1
141734,710,938,40,-89670,168910,138180,1,1
141754,995,1404,-165,-40740,145950,182000,1,1
141774,839,1432,-50,44870,89880,-29190,1,1
141794,675,1276,-4,-35140,236740,-57400,1,1
141814,526,822,-8,-55930,282870,185920,1,1
141834,452,499,-7,-31990,251160,409290,1,1
141854,384,517,53,-18550,229250,348180,1,1
141874,400,532,11,19810,205590,149030,1,1
141894,343,460,38,71190,156310,54670,1,1
141914,301,479,94,67970,153650,58170,1,1
141934,314,321,18,53200,140770,82390,1,1
141954,307,299,3,52080,85400,130410,1,1
141974,247,258,65,1470,118160,74830,1,1
141994,205,288,126,-55650,180460,-44590,1,1
142014,225,333,112,-30450,141890,-148260,1,1
142034,305,449,72,83300,-14980,-178290,1,1
158681,505,696,46,15470,-22960,25620,0,1
158701,560,778,41,17710,-28700,15750,0,1
158721,637,916,34,24500,-36400,-9870,0,1
158741,691,1026,33,28000,-36610,-33950,0,1
158761,697,1047,41,24220,-28350,-29960,0,1
158781,715,1060,36,25550,-26670,0,0,1
158801,761,1117,16,39200,-35280,25550,0,1
158821,754,1117,9,41790,-26320,31360,0,1
158841,628,928,44,15750,12810,37100,0,1
158861,523,748,58,-4620,38710,54390,0,1
158881,467,638,46,9870,19390,57680,0,1
158901,444,595,33,31570,-11060,42910,0,1
158921,438,584,34,30170,-15540,32130,0,1
158941,460,616,40,8820,770,30870,0,1
158961,520,704,33,-11690,12600,19390,0,1
158981,595,823,25,-23660,15680,-11270,0,1
159001,639,925,42,-37380,27930,-47460,0,1
159021,663,1008,62,-46690,39690,-75180,0,1
159041,698,1063,31,-24080,13650,-77980,0,1
159061,692,998,-11,7840,-24430,-34860,0,1
159081,600,837,6,-16380,2380,30450,0,1
159101,505,695,56,-82950,76370,58590,0,1
159121,476,656,65,-108640,102060,25760,0,1
159141,496,690,42,-75180,57120,-37800,0,1
159161,534,748,29,-41860,8750,-87640,0,1
159181,582,828,28,-44800,1960,-100310,0,1
159201,651,941,24,-65030,20020,-88830,0,1
159221,715,1050,14,-79170,36890,-77070,0,1
159241,679,1016,45,-93940,58380,-66430,0,1
159261,612,906,59,-106750,77420,-49140,0,1
159281,600,858,33,-79590,49210,-45290,0,1
159301,643,904,0,-35770,2660,-58940,0,1
159321,667,965,15,-34720,6930,-73010,0,1
159341,648,969,53,-76580,62790,-70560,0,1
159361,615,920,65,-99960,97300,-54670,0,1
159381,592,859,47,-71120,68530,-40040,0,1
159401,593,846,31,-25900,18900,-34440,0,1
159421,618,884,23,-3080,-4060,-38570,0,1
159441,634,924,21,-6090,4130,-44240,0,1
159461,605,891,46,-27020,32130,-35490,0,1
159481,576,846,77,-50260,60340,-3710,0,1
159501,608,888,64,-37380,46410,16730,0,1
159521,672,994,18,24080,-19600,-2240,0,1
159541,644,955,15,74270,-69230,-19600,0,1
159561,552,810,47,58520,-45640,17290,0,1
159581,489,694,67,15120,6440,84350,1,1
159601,473,664,66,9170,14560,115290,1,1
159621,484,687,60,41790,-19390,99890,1,1
159641,502,719,60,77490,-57120,79380,1,1
159661,549,775,48,99120,-81200,80640,1,1
159681,625,884,27,115220,-99820,88410,1,1
159701,694,1008,23,121800,-101290,84560,1,1
159721,702,1077,63,104860,-69020,74970,1,1
159741,727,1108,77,82670,-30380,81200,1,1
159761,802,1190,15,108570,-49000,100240,1,1
159781,826,1230,-14,176050,-110110,99260,1,1
159801,744,1136,30,193480,-108850,84000,1,1
159821,678,1031,62,140700,-30450,98350,1,1
159841,693,1016,45,115360,10360,130620,1,1
159861,752,1096,20,151270,-19880,133700,1,1
159881,774,1161,18,189350,-50330,95760,1,1
159901,754,1139,17,191450,-40390,55440,1,1
159921,678,1019,24,173460,-12460,53760,1,1
159941,590,877,47,146370,22120,88340,1,1
159961,524,768,69,121800,48160,138880,1,1
159981,515,721,52,150360,5880,128730,1,1
160001,531,714,23,168280,-27720,98980,1,1
160021,528,705,14,141330,-10570,59080,1,1
160041,500,692,41,85960,39830,20790,1,1
160061,475,687,66,48020,66640,-3290,1,1
160081,475,692,65,44660,45290,-280,1,1
160101,481,685,56,49350,8260,26530,1,1
160121,495,674,46,41020,-16240,48230,1,1
160141,521,687,35,23450,-26670,27090,1,1
160161,560,743,14,0,-23590,-40250,1,1
160181,563,786,28,-45780,11200,-111440,1,1
160201,534,807,73,-99050,52710,-140700,1,1
160221,534,812,79,-108920,35210,-116480,1,1
160241,571,812,30,-75880,-36470,-66710,1,1
160261,623,835,-8,-63910,-78400,-45500,1,1
160281,651,887,-1,-112000,-40950,-77070,1,1
160301,694,997,26,-176260,25060,-135240,1,1
160321,765,1168,42,-201040,51240,-184380,1,1
160341,868,1384,34,-181440,27930,-205380,1,1
160361,951,1526,-4,-135730,-20300,-189070,1,1
160381,975,1493,-70,-107800,-44730,-131810,1,1
160401,863,1265,-50,-155820,11690,-66640,1,1
160421,765,1120,19,-234990,102410,-55650,1,1
160441,800,1234,35,-234360,108570,-122430,1,1
160461,920,1451,-11,-162960,36540,-196140,1,1
160481,1004,1569,-47,-122430,-1820,-192430,1,1
160501,966,1497,-39,-146090,33950,-129990,1,1
160521,849,1302,-1,-188300,93240,-76440,1,1
160541,732,1105,33,-202300,118370,-61320,1,1
160561,676,1007,28,-170240,86170,-85190,1,1
160581,674,996,0,-122290,33460,-122500,1,1
160601,659,975,-2,-109760,20860,-132860,1,1
160621,609,908,19,-138320,54600,-103600,1,1
160641,550,808,47,-162610,80500,-56210,1,1
160661,504,715,44,-151130,61460,-25480,1,1
160681,480,662,36,-117530,14980,-28700,1,1
160701,454,623,32,-96670,-15820,-48230,1,1
160721,427,587,35,-95900,-21980,-60130,1,1
160741,397,548,43,-104020,-17080,-53690,1,1
160761,369,507,51,-111440,-13860,-29680,1,1
160781,338,461,59,-112280,-21000,2100,1,1
160801,320,426,65,-101500,-41650,29400,1,1
160821,325,416,64,-74200,-79240,38920,1,1
160841,345,438,56,-38150,-121940,26740,1,1
160861,394,515,51,-3290,-158480,-5880,1,1
160881,465,636,45,20790,-179340,-43190,1,1
160901,583,852,48,36190,-188020,-68390,1,1
160921,731,1118,48,51730,-192220,-73990,1,1
160941,934,1476,16,79940,-205450,-57680,1,1
160961,1067,1684,-46,133070,-238210,-42210,1,1
160981,938,1430,-33,170100,-244790,-25200,1,1
161001,779,1141,17,141190,-171220,25900,1,1
161021,723,1062,47,117950,-97230,56560,1,1
161041,810,1232,26,160370,-95970,21280,1,1
161061,984,1516,-21,241080,-140210,-22610,1,1
161081,1184,1868,-89,307440,-166740,-44940,1,1
161101,1238,1997,-92,320880,-131040,-69370,1,1
161121,999,1661,13,276150,-24430,-44030,1,1
161141,862,1354,24,252350,65870,60480,1,1
161161,867,1299,-42,328860,41370,131040,1,1
161181,898,1381,-57,403690,4690,105420,1,1
161201,874,1425,-18,383250,60620,48930,1,1
161221,823,1374,5,322140,152530,36890,1,1
161241,775,1274,4,305410,188230,85120,1,1
161261,719,1156,0,325500,179410,158550,1,1
161281,646,1008,0,335440,176820,213710,1,1
161301,569,861,7,317800,194880,231630,1,1
161321,502,757,23,282450,221340,207900,1,1
161341,464,708,37,246750,240730,161350,1,1
161361,437,675,46,225120,239890,125790,1,1
161381,411,625,53,210490,225330,124810,1,1
161401,381,553,56,188720,208810,148330,1,1
161421,351,476,63,159460,192220,164220,1,1
161441,317,416,77,127540,175420,153020,1,1
161461,295,381,86,101290,151060,112770,1,1
161481,286,365,84,85820,111510,57680,1,1
161501,278,356,84,74270,62230,3990,1,1
161521,263,343,90,54390,17920,-37030,1,1
161541,271,348,87,26110,-19250,-63420,1,1
161561,294,376,82,-840,-61040,-87010,1,1
161581,353,455,71,-26880,-101710,-117250,1,1
161601,458,618,51,-50540,-140210,-162470,1,1
161621,638,968,50,-72100,-172200,-233310,1,1
161641,947,1696,32,-97440,-186130,-338730,1,1
161661,1298,1997,-82,-109830,-204050,-452060,1,1
161681,1083,1811,-88,-89670,-249970,-449680,1,1
161701,775,1090,-35,-101570,-243810,-197610,1,1
161721,636,813,0,-181510,-155190,41650,1,1
161741,673,933,-4,-236250,-103810,-2310,1,1
161761,813,1309,24,-254590,-97930,-202720,1,1
161781,1173,1997,-23,-277900,-85330,-379400,1,1
161801,1446,1997,-163,-191660,-164290,-354200,1,1
161821,1138,1829,-141,-190610,-126910,-73570,1,1
161841,861,1170,-71,-277830,-12600,90510,1,1
161861,750,1046,-17,-334110,49490,-57540,1,1
161881,727,1189,35,-332080,53270,-267960,1,1
161901,823,1398,14,-266980,-4620,-297080,1,1
161921,965,1543,-70,-185850,-85470,-161140,1,1
161941,1006,1536,-108,-183330,-72940,-14210,1,1
161961,875,1327,-31,-257320,29190,36400,1,1
161981,734,1103,5,-277760,64750,-13580,1,1
162001,634,934,-2,-227570,20370,-80500,1,1
162021,538,794,9,-199150,-2100,-91350,1,1
162041,446,663,21,-193620,-210,-39900,1,1
162061,26,807,389,-182630,-8260,46690,1,1
162081,-253,1022,-522,-403760,-343350,113750,1,1
162101,-218,820,-564,-1017380,-1264830,167790,1,1
162121,784,-139,-1964,-998200,-1307530,217420,1,1
162141,353,324,-38,-742070,-772380,124110,1,1
162161,293,335,43,-345940,-98840,-68110,1,1
162181,268,349,73,-278880,-59290,-175350,1,1
162201,311,415,41,-175420,-135660,-224700,1,1
162221,434,546,-49,-65170,-215810,-251020,1,1
162241,532,689,-45,-6090,-210140,-257600,1,1
162261,574,833,54,-18970,-104020,-231700,1,1
162281,883,1245,-83,18970,-81340,-215950,1,1
162301,1163,1647,-176,52710,-73850,-227640,1,1
162321,1125,1818,-68,-55510,111440,-274960,1,1
162341,876,1546,72,-82740,260540,-313460,1,1
162361,905,1299,-142,138250,135170,-228900,1,1
162381,818,1071,-163,247240,89670,-123760,1,1
162401,678,991,-31,134050,294980,-157360,1,1
162421,769,1437,66,84420,443520,-300580,1,1
162441,1231,1997,-190,288890,307580,-431410,1,1
162461,1391,1997,-305,489230,171990,-408660,1,1
162481,924,1638,-100,403970,351120,-224560,1,1
162501,643,1157,7,307230,536760,-85120,1,1
162521,640,1201,-47,415100,483350,-104440,1,1
162541,777,1414,-128,588630,338380,-163590,1,1
162561,879,1528,-162,662830,295540,-99890,1,1
162581,776,1383,-108,598920,393330,21560,1,1
162601,666,1283,-60,491470,523110,35070,1,1
162621,612,1255,-39,478170,539000,-16730,1,1
162641,573,1175,-37,511350,494270,47880,1,1
162661,474,959,-22,498750,473550,227640,1,1
162681,376,682,12,431690,490350,367010,1,1
162701,315,500,41,364770,492240,351540,1,1
162721,297,485,60,335650,450730,207060,1,1
162741,316,531,60,336140,376670,54460,1,1
162761,318,540,74,325010,304080,-6720,1,1
162781,299,484,87,273840,260050,30660,1,1
162801,274,396,90,199780,224910,106540,1,1
162821,241,308,116,127190,186270,148610,1,1
162841,231,278,138,77070,133000,121940,1,1
162861,262,340,130,64680,41370,30520,1,1
162881,314,466,111,73990,-79170,-94290,1,1
162901,376,596,96,66920,-188440,-200480,1,1
162921,458,740,82,30170,-268940,-251090,1,1
162941,597,965,50,-18410,-328580,-257180,1,1
162961,834,1394,12,-58450,-376880,-249550,1,1
162981,994,1697,-21,-89460,-408800,-246400,1,1
163001,917,1498,-36,-131250,-418950,-218680,1,1
163021,770,1208,-26,-188650,-406490,-166530,1,1
163041,678,1144,9,-250180,-376040,-177590,1,1
163061,764,1295,-33,-294140,-362950,-249200,1,1
163081,910,1475,-69,-303940,-387520,-268870,1,1
163101,1096,1799,-82,-339640,-375410,-232330,1,1
163121,1154,1997,-53,-402220,-323400,-244300,1,1
163141,1146,1997,-114,-422450,-295750,-271670,1,1
163161,1028,1677,-144,-376740,-325080,-182420,1,1
163181,879,1381,-95,-386540,-290220,-17570,1,1
163201,779,1260,-40,-446950,-199080,31360,1,1
163221,759,1227,-48,-463610,-156450,-7560,1,1
163241,772,1220,-62,-416570,-183470,-25270,1,1
163261,801,1276,-58,-373310,-202370,-3430,1,1
163281,778,1255,-47,-346360,-192220,24290,1,1
163301,722,1117,-56,-311920,-180110,74200,1,1
163321,626,898,-58,-274680,-174300,140070,1,1
163341,527,716,-31,-265020,-142310,175280,1,1
163361,441,605,12,-274610,-90510,152460,1,1
163381,393,547,32,-265580,-60760,108010,1,1
163401,372,505,26,-218190,-79240,84630,1,1
163421,367,448,1,-154910,-121520,88690,1,1
163441,364,400,-11,-103250,-150010,100590,1,1
163461,352,374,-2,-76790,-140560,92610,1,1
163481,348,383,15,-69790,-97650,53760,1,1
163501,352,411,32,-59640,-54460,-1820,1,1
163521,376,447,33,-35350,-32620,-48370,1,1
163541,423,510,27,1750,-34440,-79100,1,1
163561,504,650,14,46550,-48020,-111580,1,1
163581,627,900,1,95830,-59850,-166250,1,1
163601,780,1191,-13,140280,-60620,-231770,1,1
163621,909,1383,-22,156100,3080,-197190,1,1
163641,934,1400,-18,152180,56630,-129430,1,1
163661,821,1256,10,175560,89460,-127540,1,1
163681,738,1118,7,227080,85610,-141610,1,1
163701,710,1033,-14,283990,67060,-122430,1,1
163721,739,1087,-23,308070,80920,-124810,1,1
163741,841,1328,-11,310730,118580,-163660,1,1
163761,1013,1698,-19,334810,135730,-182560,1,1
163781,1170,1947,-81,390250,122850,-139650,1,1
163801,1081,1777,-99,425390,135520,-70490,1,1
163821,869,1435,-38,400050,213500,-3360,1,1
163841,729,1213,8,380450,271040,48090,1,1
163861,714,1166,0,410480,254380,70280,1,1
163881,771,1239,-30,449120,217630,74270,1,1
163901,804,1309,-38,443310,220920,75740,1,1
163921,762,1264,-19,389900,267540,94080,1,1
163941,674,1125,10,331940,309750,127190,1,1
163961,609,1010,25,299950,312340,151620,1,1
163981,549,901,38,284900,286930,174090,1,1
164001,502,791,43,265090,257880,203490,1,1
164021,456,671,47,233520,233240,216300,1,1
164041,411,570,53,192150,215110,191240,1,1
164061,368,500,68,148260,198800,136080,1,1
164081,333,465,88,109060,173460,78260,1,1
164101,312,445,99,77770,129290,44870,1,1
164121,295,416,99,49700,70280,42980,1,1
164141,287,380,90,18060,9660,55790,1,1
164161,282,348,80,-18970,-42980,55650,1,1
164181,282,335,77,-59290,-83300,23170,1,1
164201,309,382,75,-97160,-116970,-46130,1,1
164221,358,486,71,-129220,-151900,-140000,1,1
164241,444,655,59,-157990,-187670,-230860,1,1
164261,578,912,50,-186200,-220920,-300720,1,1
164281,761,1302,46,-217980,-244230,-339500,1,1
164301,991,1761,-1,-230370,-279090,-325640,1,1
164321,1083,1786,-110,-210420,-333620,-222320,1,1
164341,888,1350,-97,-234780,-323890,-61810,1,1
164361,699,1021,-31,-338940,-217490,15540,1,1
164381,628,945,-8,-406560,-147490,-39270,1,1
164401,668,1049,-21,-402640,-157710,-127680,1,1
164421,790,1257,-36,-387240,-181580,-156940,1,1
164441,1029,1675,-70,-376810,-192570,-135240,1,1
164461,1228,1997,-118,-353290,-197330,-112630,1,1
164481,1121,1877,-126,-331240,-178710,-58310,1,1
164501,902,1395,-104,-338310,-122080,67760,1,1
164521,768,1135,-68,-348670,-63070,142520,1,1
164541,711,1075,-28,-347270,-24500,104020,1,1
164561,737,1111,-27,-317520,-20300,63280,1,1
164581,811,1200,-53,-260680,-45220,63700,1,1
164601,847,1276,-55,-216930,-53410,57890,1,1
164621,803,1239,-34,-201810,-21700,52990,1,1
164641,715,1061,-29,-188790,13510,91910,1,1
164661,618,862,-25,-166390,29610,141820,1,1
164681,517,693,-6,-148120,45080,144340,1,1
164701,422,561,13,-138670,67760,114380,1,1
164721,362,467,29,-124250,79800,95690,1,1
164741,344,411,30,-99400,73010,96670,1,1
164761,342,388,20,-68250,56000,91140,1,1
164781,324,372,35,-37450,46340,61880,1,1
164801,315,369,45,-8260,46130,20230,1,1
164821,333,391,38,29890,31640,-17710,1,1
164841,371,444,32,71610,5670,-47110,1,1
164861,444,557,21,101570,-8120,-78260,1,1
164881,526,719,23,121870,-7280,-115010,1,1
164901,624,908,38,137410,6090,-138180,1,1
164921,761,1154,38,158060,14350,-130410,1,1
164941,935,1446,-16,196910,-3780,-109620,1,1
164961,1012,1562,-67,252000,-37450,-102690,1,1
164981,849,1307,-1,262920,-14490,-80850,1,1
165001,711,1101,43,218540,73850,-21980,1,1
165021,703,1057,23,231210,95550,9170,1,1
165041,764,1152,0,300160,48720,8610,1,1
165061,847,1299,8,343700,25340,9800,1,1
165081,999,1566,-34,351610,40320,17850,1,1
165101,1042,1672,-49,365960,46480,3780,1,1
165121,928,1548,26,345660,91000,17360,1,1
165141,853,1390,31,296380,165270,87500,1,1
165161,825,1281,-21,323610,150710,156590,1,1
165181,758,1167,-4,368900,110950,193970,1,1
165201,729,1146,31,330540,154910,198730,1,1
165221,775,1222,4,283570,198310,167440,1,1
165241,763,1226,7,284480,182490,136850,1,1
165261,700,1143,39,260190,190470,149590,1,1
165281,666,1046,35,213920,215600,185990,1,1
165301,628,932,11,207480,192290,217980,1,1
165321,557,811,30,202440,165130,226380,1,1
165341,485,710,64,156380,178220,196000,1,1
165361,438,644,76,106610,189000,148120,1,1
165381,408,581,69,91000,155120,119630,1,1
165401,379,519,66,86520,102200,121660,1,1
165421,354,461,70,63840,65030,132790,1,1
165441,332,414,79,26740,42700,130410,1,1
165461,316,385,85,-31360,-15120,51590,1,1
165481,314,393,75,-45710,-60690,-15960,1,1
165501,331,430,67,-64050,-103600,-83300,1,1
165521,356,485,65,-93310,-134470,-133350,1,1
165541,394,553,64,-126980,-159670,-160580,1,1
165561,460,658,52,-155050,-187810,-174370,1,1
165581,572,831,33,-176610,-214550,-190820,1,1
165601,715,1084,17,-199570,-226520,-221200,1,1
165621,869,1402,6,-222460,-227920,-261030,1,1
165641,947,1581,-18,-237790,-231700,-263130,1,1
165661,884,1427,-35,-250600,-230930,-178220,1,1
165681,777,1174,-44,-275800,-208110,-62300,1,1
165701,726,1041,-40,-310660,-171500,-23240,1,1
165721,779,1130,-37,-340480,-136710,-74830,1,1
165741,897,1396,-24,-361340,-105490,-162750,1,1
165761,1038,1746,-27,-354900,-94640,-216930,1,1
165781,1122,1890,-73,-308910,-113750,-165410,1,1
165801,1052,1682,-114,-261660,-125580,-21910,1,1
165821,921,1366,-99,-282380,-65240,95760,1,1
165841,832,1210,-48,-332220,20160,80640,1,1
165861,802,1231,-10,-336420,54880,-17220,1,1
165881,814,1283,-17,-277130,26460,-65520,1,1
165901,829,1274,-50,-204750,-15260,-19460,1,1
165921,792,1169,-68,-176610,-9310,61110,1,1
165941,717,1034,-42,-195650,47390,107380,1,1
165961,632,895,0,-219170,102970,98070,1,1
165981,567,799,24,-204400,110040,52640,1,1
166001,528,742,19,-152670,74060,9100,1,1
166021,505,703,6,-102410,39480,770,1,1
166041,477,648,1,-79660,35350,31920,1,1
166061,428,565,16,-80710,56770,76720,1,1
166081,381,478,34,-85750,80010,99610,1,1
166101,349,418,47,-71330,79240,83860,1,1
166121,332,393,49,-34720,52780,39830,1,1
166141,331,400,44,9030,18970,-10430,1,1
166161,342,427,38,46550,-7140,-47460,1,1
166181,364,466,42,73640,-21070,-59780,1,1
166201,409,525,47,96040,-31080,-51170,1,1
166221,489,644,45,120330,-45430,-42840,1,1
166241,629,889,38,149730,-63490,-55230,1,1
166261,836,1277,13,188790,-86800,-86520,1,1
166281,1042,1646,-34,231560,-110670,-110180,1,1
166301,1104,1744,-71,252350,-111230,-97930,1,1
166321,899,1393,-18,228340,-52290,-36050,1,1
166341,686,1052,62,186970,39270,59220,1,1
166361,620,905,64,201390,54880,111230,1,1
166381,691,958,4,281260,-12740,109410,1,1
166401,854,1253,-30,349510,-66150,54110,1,1
166421,1077,1740,-39,350000,-46270,-26040,1,1
166441,1231,1997,-71,319830,10080,-57960,1,1
166461,1037,1740,-12,295050,68600,21840,1,1
166481,825,1324,22,277200,123760,158760,1,1
166501,737,1111,-3,311640,117740,229950,1,1
166521,699,1031,-17,346920,95690,222670,1,1
166541,669,1015,12,322770,127610,177450,1,1
166561,720,1136,18,275800,176540,125860,1,1
166581,790,1260,-5,263900,180250,96320,1,1
166601,770,1247,0,260680,171850,125090,1,1
166621,663,1040,24,228200,194810,183610,1,1
166641,581,882,27,194460,211960,210910,1,1
166661,503,740,34,183820,196070,201180,1,1
166681,436,623,48,163520,183890,185430,1,1
166701,381,533,65,129920,179130,168560,1,1
166721,344,467,74,101920,161980,149100,1,1
166741,324,420,72,85330,126910,126700,1,1
166761,309,388,71,71190,85470,99750,1,1
166781,294,367,77,48160,52010,66570,1,1
166801,287,355,83,17360,25060,28560,1,1
166821,287,362,81,-11480,-7840,-11830,1,1
166841,310,393,69,-32830,-51380,-53690,1,1
166861,347,453,63,-51870,-95830,-98350,1,1
166881,406,552,57,-76160,-129150,-147140,1,1
166901,503,726,50,-103950,-153440,-198520,1,1
166921,654,1009,43,-129290,-174370,-247590,1,1
166941,872,1426,8,-145390,-196070,-288890,1,1
166961,1035,1744,-26,-149870,-221130,-309890,1,1
166981,984,1586,-49,-160860,-231840,-270550,1,1
167001,821,1214,-39,-188440,-214620,-151550,1,1
167021,718,1021,-18,-228200,-175070,-58030,1,1
167041,726,1064,-14,-267190,-136290,-80010,1,1
167061,854,1323,-13,-290780,-116620,-165900,1,1
167081,1052,1725,-36,-300580,-109620,-232330,1,1
167101,1177,1976,-67,-295120,-113330,-252630,1,1
167121,1116,1805,-99,-271740,-122010,-208810,1,1
167141,943,1416,-94,-252980,-114870,-91700,1,1
167161,808,1179,-43,-279790,-60200,12670,1,1
167181,753,1144,-2,-324730,8680,2310,1,1
167201,778,1220,-3,-331450,32340,-74200,1,1
167221,836,1290,-41,-282660,-2940,-107590,1,1
167241,824,1246,-55,-225890,-45920,-72100,1,1
167261,729,1089,-40,-211960,-37450,-11620,1,1
167281,629,908,-15,-245140,46690,61180,1,1
167301,564,780,10,-244160,58520,56700,1,1
167321,537,741,25,-212800,39970,17500,1,1
167341,515,737,30,-159110,840,-25200,1,1
167361,485,693,18,-116270,-32690,-19740,1,1
167381,450,611,5,-101220,-41370,30380,1,1
167401,415,526,3,-107870,-21560,76650,1,1
167421,382,459,15,-116130,8190,87430,1,1
167441,344,419,48,-109130,26530,60410,1,1
167461,317,400,77,-71820,6580,16870,1,1
167481,323,402,64,-5530,-58660,-21280,1,1
167501,367,449,34,61600,-129640,-56000,1,1
167521,462,587,6,102410,-162190,-96040,1,1
167541,575,789,8,112420,-146790,-131110,1,1
167561,673,1014,48,107940,-106330,-136920,1,1
167581,790,1214,47,128380,-98840,-101640,1,1
167601,948,1406,-35,192780,-146860,-58030,1,1
167621,1015,1499,-74,232260,-154490,-59990,1,1
167641,867,1345,14,194530,-63070,-78330,1,1
167661,759,1168,37,179550,2310,-52850,1,1
167681,740,1061,-3,250460,-31990,1120,1,1
167701,768,1100,-21,303520,-46900,12110,1,1
167721,850,1296,3,310030,-9240,-26180,1,1
167741,1018,1621,-43,332640,7700,-65310,1,1
167761,1102,1755,-78,362180,12460,-57960,1,1
167781,936,1531,-17,341460,76580,-10010,1,1
167801,791,1284,17,317800,145950,66010,1,1
167821,745,1145,8,342090,148540,149170,1,1
167841,781,1154,-17,372610,133420,175770,1,1
167861,852,1323,-35,379540,141330,108850,1,1
167881,863,1421,-34,359380,173740,28840,1,1
167901,755,1265,-6,314580,226660,59570,1,1
167921,637,1045,20,271320,268940,168840,1,1
167941,568,891,28,257320,269920,239750,1,1
167961,527,786,25,258930,247100,245490,1,1
167981,476,685,30,250110,228690,209230,1,1
168001,430,608,38,222600,222670,154070,1,1
168021,387,549,46,190750,216860,102900,1,1
168041,353,503,58,161490,206360,75040,1,1
168061,327,459,68,132650,190610,73920,1,1
168081,306,419,78,103670,165900,84140,1,1
168101,288,375,87,73640,132860,88760,1,1
168121,273,336,95,46200,91280,74270,1,1
168141,281,332,95,29610,35840,31430,1,1
168161,312,383,78,24780,-30870,-42910,1,1
168181,367,478,60,18410,-92470,-135940,1,1
168201,457,632,58,-3640,-128660,-224910,1,1
168221,586,907,59,-39200,-142800,-291340,1,1
168241,764,1247,51,-71820,-155470,-316890,1,1
168261,963,1587,15,-85610,-180530,-288120,1,1
168281,1030,1633,-40,-80010,-218120,-219170,1,1
168301,886,1327,-41,-86660,-237090,-158480,1,1
168321,721,1053,-1,-140350,-194320,-140910,1,1
168341,640,951,23,-204190,-136080,-163030,1,1
168361,665,995,22,-231980,-123410,-193620,1,1
168381,798,1221,2,-232470,-145250,-216300,1,1
168401,1035,1680,-39,-223860,-175840,-261240,1,1
168421,1191,1997,-74,-222460,-189210,-315560,1,1
168441,1033,1687,-69,-239890,-165410,-282030,1,1
168461,839,1256,-36,-273910,-113610,-131460,1,1
168481,774,1110,-24,-297290,-73850,-22260,1,1
168501,823,1242,-27,-295400,-68810,-62370,1,1
168521,889,1415,-19,-285320,-71120,-161000,1,1
168541,911,1471,-20,-278740,-64470,-192220,1,1
168561,862,1346,-39,-256060,-71050,-130900,1,1
168581,768,1154,-40,-224280,-81060,-33320,1,1
168601,663,953,-15,-224350,-56770,37660,1,1
168621,574,799,4,-240240,-21700,53900,1,1
168641,496,686,19,-237650,-11060,22680,1,1
168661,431,600,29,-219730,-19460,-14910,1,1
168681,385,531,29,-195650,-36610,-23450,1,1
168701,352,466,25,-170170,-55930,3290,1,1
